Identifiant de l'accident;Date et heure;Commune;Année;Mois;Jour;Heure minute;Lumière;Localisation;Intersection;Conditions atmosphériques;Collision;Département;Code commune;Code Insee;Adresse;Latitude;Longitude;Code Postal;Numéro;Coordonnées;PR;Surface;V1;Circulation;Voie réservée;Env1;Voie;Largeur de la chaussée;V2;Largeur terre plein central;Nombre de voies;Catégorie route;PR1;Plan;Profil;Infrastructure;Situation;Année de naissance;Sexe;Action piéton;Gravité;Existence équipement de sécurité;Utilisation équipement de sécurité;Localisation du piéton;Identifiant véhicule;Place;Catégorie d'usager;Piéton seul ou non;Motif trajet;Point de choc;Manœuvre;Sens;Obstacle mobile heurté;Obstacle fixe heurté;Catégorie véhicule;Nombre d'occupants;Gps;date;year_georef;Nom Officiel Commune;Code Officiel Département;Nom Officiel Département;Code Officiel EPCI;Nom Officiel EPCI;Code Officiel Région;Nom Officiel Région;Nom Officiel Commune / Arrondissement Municipal;Code Officiel Commune
201700040711;2017-09-16T17:15:00+02:00;Nanterre;2017;09;16;17:15;Plein jour;En agglomération;1;Normale;Autre collision;92;050;92050;84, COURBEVOIE RUE DE;4889291;0220445;92000;84;48.892721, 2.204041;;normale;;A sens unique;;99;0;60;;30;1;Route Départementale;;Partie rectiligne;Plat;;Sur chaussée;1948;Féminin;Traversant;Blessé;;;Sur passage piéton - Avec signalisation lumineuse;Z01;;Piéton;Seul;Promenade – loisirs;Arrière;Manœuvre de stationnement;PK ou PR ou numéro d’adresse postale croissant;Piéton;;VL seul;;Métropole;2017-11-01;2017;Nanterre;92;Hauts-de-Seine;200054781;Métropole du Grand Paris;11;Île-de-France;Nanterre;92050
201700040732;2017-10-26T14:00:00+02:00;Nanterre;2017;10;26;14:00;Plein jour;En agglomération;1;Normale;Deux véhicules – par le coté;92;050;92050;70, CLEMENCEAU GEORGES A;;;92000;70;48.886564, 2.2059;;normale;;Bidirectionnelle;Voie réservée;00;0;0;;0;5;Voie Communale;;Partie rectiligne;Plat;;Sur chaussée;1995,1995,1994,1996,1994;Féminin,Féminin,Féminin,Masculin,Masculin;Se déplaçant,Se déplaçant,Se déplaçant,Se déplaçant,Se déplaçant;Blessé,Indemne,Blessé,Indemne,Indemne;Ceinture,Ceinture,Ceinture,Ceinture,Ceinture;Oui,Oui,Oui,Oui,Oui;;B01,A01;1,1,2,3,4;Conducteur,Conducteur,Passager,Passager,Passager;;Promenade – loisirs,Utilisation professionnelle,Promenade – loisirs,Promenade – loisirs,Promenade – loisirs;Avant,Côté gauche;Dépassant A gauche,En faisant demi-tour sur la chaussée;PK ou PR ou numéro d’adresse postale croissant,PK ou PR ou numéro d’adresse postale croissant;Véhicule,Véhicule;;VL seul,VL seul;;Métropole;;2017;Nanterre;92;Hauts-de-Seine;200054781;Métropole du Grand Paris;11;Île-de-France;Nanterre;92050
201700018205;2017-07-18T18:50:00+02:00;Saint-martin-du-bois;2017;07;18;18:50;Plein jour;En agglomération;1;Normale;Autre collision;49;305;49305;rue du prieuré;4770599;-074215;49500;;47.705541, -0.741909;;normale;;Bidirectionnelle;;99;0;30;;0;2;autre;;En courbe à droite;Plat;;Sur chaussée;1973;Masculin;Se déplaçant;Blessé;Casque;Non;;A01;1;Conducteur;;Promenade – loisirs;Avant;Sans changement de direction;;;Bordure de trottoir;Scooter < 50 cm3;;Métropole;2017-05-01;2017;;;;;;;;;49305
201700018234;2017-08-25T03:30:00+02:00;Chateauneuf-sur-sarthe;2017;08;25;03:30;Nuit avec éclairage public allumé;En agglomération;1;Normale;Sans collision;49;080;49080;route de Juvardeil;4767479;-049593;49330;;47.675767, -0.495465;12;normale;;Bidirectionnelle;;99;108;0;;0;2;Route Départementale;395;Partie rectiligne;Plat;;Sur accotement;1995,1995,1997,1993;Masculin,Masculin,Masculin,Masculin;Se déplaçant,Se déplaçant,Se déplaçant,Se déplaçant;Blessé,Blessé,Blessé,Indemne;Ceinture,Ceinture,Ceinture,Ceinture;Non déterminable,Non déterminable,Non déterminable,Oui;;A01;9,2,7,1;Passager,Passager,Passager,Conducteur;;Promenade – loisirs,Promenade – loisirs,Promenade – loisirs,Promenade – loisirs;Côté droit;Déporté A droite;PK ou PR ou numéro d’adresse postale décroissant;;Autre obstacle fixe sur trottoir ou accotement;VL seul;;Métropole;;2017;Châteauneuf-sur-Sarthe;49;Maine-et-Loire;200071868;CC des Vallées du Haut-Anjou;52;Pays de la Loire;Châteauneuf-sur-Sarthe;49080
201700018250;2017-10-03T16:30:00+02:00;Cousances-les-forges;2017;10;03;16:30;Plein jour;En agglomération;1;Normale;Autre collision;55;132;55132;rue de cousancelles;4861295;0508194;55170;;48.621616, 5.075991;;flaques;;Bidirectionnelle;;;4;10;;0;2;Route Nationale;;;Plat;;;1995,2008;Féminin,Masculin;Se déplaçant,Se déplaçant;Blessé,Blessé;Ceinture,Ceinture;Oui,Oui;;A01;1,7;Conducteur,Passager;;Utilisation professionnelle,Domicile – école;Avant droit;;PK ou PR ou numéro d’adresse postale décroissant;;Bâtiment;VL seul;;Métropole;;2017;Cousances-les-Forges;55;Meuse;200066108;CC Haute Saulx et Perthois-Val d'Ornois;44;Grand Est;Cousances-les-Forges;55132
201700018298;2017-07-19T19:45:00+02:00;Mortree;2017;07;19;19:45;Plein jour;En agglomération;2;Normale;Deux véhicules – par le coté;61;294;61294;LA PETITE MORTREE;4864441;0006381;61570;;48.643977, 0.064949;19;normale;;Bidirectionnelle;;99;16;0;;0;2;Route Départementale;283;Partie rectiligne;Plat;;Sur chaussée;1996,1992,1990;Masculin,Féminin,Masculin;Se déplaçant,Se déplaçant,Se déplaçant;Indemne,Blessé,Blessé;Autre,Ceinture,Ceinture;Non déterminable,Oui,Oui;;A01,B01;1,1,2;Conducteur,Conducteur,Passager;;Utilisation professionnelle,Promenade – loisirs,Promenade – loisirs;Avant,Avant;Tournant A gauche,Sans changement de direction;PK ou PR ou numéro d’adresse postale croissant,PK ou PR ou numéro d’adresse postale décroissant;Véhicule,Véhicule;;Tracteur agricole,VL seul;;Métropole;;2017;Mortrée;61;Orne;200035111;CC des Sources de l'Orne;28;Normandie;Mortrée;61294
201700018302;2017-09-18T11:30:00+02:00;Aunou-sur-orne;2017;09;18;11:30;Plein jour;Hors agglomération;2;Normale;Deux véhicules – par le coté;61;015;61015;Carrefour D227 et D738;4859295;0022891;61500;227;48.591447, 0.228869;3;normale;;Bidirectionnelle;;99;227;0;;0;2;Route Départementale;651;Partie rectiligne;Plat;;Sur chaussée;1993,1982,2017,1979;Masculin,Féminin,Féminin,Féminin;Se déplaçant,Se déplaçant,Se déplaçant,Se déplaçant;Indemne,Indemne,Blessé,Indemne;Ceinture,Ceinture,Dispositif enfants,Ceinture;Oui,Oui,Oui,Oui;;A01,B01;1,1,9,2;Conducteur,Conducteur,Passager,Passager;;Utilisation professionnelle,Promenade – loisirs,Utilisation professionnelle;Arrière droit,Avant gauche;Traversant la chaussée,Tournant A droite;PK ou PR ou numéro d’adresse postale croissant,PK ou PR ou numéro d’adresse postale décroissant;Véhicule,Véhicule;;VL seul,VU seul 1;;Métropole;;2017;Aunou-sur-Orne;61;Orne;200035111;CC des Sources de l'Orne;28;Normandie;Aunou-sur-Orne;61015
201700018309;2017-06-25T12:00:00+02:00;Tanques;2017;06;25;12:00;Plein jour;Hors agglomération;1;Normale;Deux véhicules - frontale;61;479;61479;lieu dit mengné;4870472;-006492;61150;;48.700406, -0.071839;2;normale;;Bidirectionnelle;;99;219;57;D;0;2;Route Départementale;890;En courbe à gauche;Plat;;Sur chaussée;1943,1944,1942;Féminin,Masculin,Féminin;Se déplaçant,Se déplaçant,Se déplaçant;Blessé,Blessé,Blessé;Ceinture,Ceinture,Ceinture;Oui,Oui,Oui;;B01,A01;2,1,1;Passager,Conducteur,Conducteur;;Promenade – loisirs,Promenade – loisirs,Promenade – loisirs;Avant gauche,Avant gauche;Sans changement de direction,Sans changement de direction;PK ou PR ou numéro d’adresse postale croissant,PK ou PR ou numéro d’adresse postale décroissant;Véhicule,Véhicule;;VL seul,VL seul;;Métropole;;2017;Tanques;61;Orne;200068450;CC Argentan Intercom;28;Normandie;Tanques;61479
201700018363;2017-06-04T14:10:00+02:00;Couterne;2017;06;04;14:10;Plein jour;Hors agglomération;4;Normale;Trois véhicules et plus - collisions multiples;61;135;61135;départementale 916;4852764;-040822;;916;50.928565, 2.441115;8;normale;;Bidirectionnelle;;99;335;;;;2;Route Départementale;444;Partie rectiligne;Pente;Carrefour aménagé;Sur chaussée;1961,1934,1991,1930,1946,1989;Féminin,Masculin,Féminin,Féminin,Masculin,Féminin;Se déplaçant,Se déplaçant,Se déplaçant,Se déplaçant,Se déplaçant,Se déplaçant;Indemne,Blessé,Indemne,Blessé,Tué,Indemne;Ceinture,Ceinture,Ceinture,Ceinture,Ceinture,Ceinture;Oui,Oui,Oui,Oui,Non déterminable,Oui;;A01,C01,B01;1,1,2,2,1,9;Conducteur,Conducteur,Passager,Passager,Conducteur,Passager;;Promenade – loisirs,Promenade – loisirs,Promenade – loisirs,Promenade – loisirs,Promenade – loisirs,Promenade – loisirs;Arrière droit,Avant gauche,Avant;Tournant A gauche,Sans changement de direction,Sans changement de direction;PK ou PR ou numéro d’adresse postale décroissant,PK ou PR ou numéro d’adresse postale décroissant,PK ou PR ou numéro d’adresse postale croissant;Véhicule,Véhicule,Véhicule;Sortie de chaussée sans obstacle;VL seul,VL seul,VL seul;;Métropole;;2017;;;;;;;;;61135
201700018403;2017-06-21T04:50:00+02:00;Saint-martin-d'ecublei;2017;06;21;04:50;Crépuscule ou aube;Hors agglomération;1;Normale;Deux véhicules – par l’arrière;61;423;61423;D 930;4879703;0068269;61300;930;48.790504, 0.677528;0;normale;;Bidirectionnelle;;99;930;70;D;0;2;Route Départementale;100;Partie rectiligne;Plat;;Sur chaussée;1986,1996;Masculin,Masculin;Se déplaçant,Se déplaçant;Blessé,Blessé;Ceinture,Ceinture;Oui,Oui;;A01,B01;1,1;Conducteur,Conducteur;;Domicile – travail,Domicile – travail;Avant,Avant;Manœuvre d’évitement,Sans changement de direction;PK ou PR ou numéro d’adresse postale décroissant,PK ou PR ou numéro d’adresse postale décroissant;Animal sauvage,Véhicule;;VL seul,VL seul;;Métropole;;2017;Saint-Martin-d'Écublei;61;Orne;200068468;CC des Pays de l'Aigle;28;Normandie;Saint-Martin-d'Écublei;61423
201700018414;2017-04-12T21:15:00+02:00;Saint-germain-de-la-coudre;2017;04;12;21:15;Nuit sans éclairage public;Hors agglomération;1;Normale;Sans collision;61;394;61394;Le moulin saint laurent;4824684;0061882;61130;;48.25054, 0.627805;34;normale;;Bidirectionnelle;;99;7;0;;0;2;Route Départementale;100;Partie rectiligne;Plat;;Sur chaussée;1975,1976;Masculin,Masculin;Se déplaçant,Se déplaçant;Indemne,Blessé;Casque,Casque;Oui,Oui;;A01;1,2;Conducteur,Passager;;Promenade – loisirs,Autre;Côté gauche;Manœuvre d’évitement;PK ou PR ou numéro d’adresse postale croissant;;Sortie de chaussée sans obstacle;Motocyclette > 125 cm3;;Métropole;;2017;Saint-Germain-de-la-Coudre;61;Orne;200071504;CC des Collines du Perche Normand;28;Normandie;Saint-Germain-de-la-Coudre;61394
201700018419;2017-06-16T12:00:00+02:00;Berd'huis;2017;06;16;12:00;Plein jour;En agglomération;2;Normale;Deux véhicules – par le coté;61;043;61043;Route de Nogent;4834527;0074605;61340;;48.344907, 0.747108;10;normale;;Bidirectionnelle;;99;11;0;;0;2;Route Départementale;575;Partie rectiligne;Plat;;Sur chaussée;1992,1948;Masculin,Masculin;Se déplaçant,Se déplaçant;Indemne,Blessé;Ceinture,Casque;Oui,Oui;;A01,B01;1,1;Conducteur,Conducteur;;Utilisation professionnelle,Promenade – loisirs;Avant,Avant gauche;Traversant la chaussée,Sans changement de direction;PK ou PR ou numéro d’adresse postale croissant,PK ou PR ou numéro d’adresse postale croissant;Véhicule,Véhicule;;Cyclomoteur <50cm3,PL > 3;;Métropole;;2017;Berd'huis;61;Orne;200068435;CC Coeur du Perche;28;Normandie;Berd'huis;61043
201700018495;2017-06-19T09:50:00+02:00;Ambert;2017;06;19;09:50;Plein jour;Hors agglomération;2;Normale;Deux véhicules – par le coté;63;003;63003;LA MURETTE;4552466;0375294;63600;;45.523461, 3.74658;2;normale;;Bidirectionnelle;;;38;310;;6;2;Route Départementale;800;;Sommet de côte;;;1956,1983,1953,1957;Masculin,Masculin,Masculin,Masculin;Se déplaçant,Se déplaçant,Se déplaçant,Se déplaçant;Blessé,Blessé,Blessé,Blessé;Ceinture,Ceinture,Ceinture,Ceinture;Non déterminable,Non déterminable,Non déterminable,Non déterminable;;B01,A01;2,1,1,2;Passager,Conducteur,Conducteur,Passager;;Utilisation professionnelle,Promenade – loisirs,Utilisation professionnelle,Promenade – loisirs;Arrière gauche,Avant droit;Sans changement de direction,Traversant la chaussée;PK ou PR ou numéro d’adresse postale décroissant,PK ou PR ou numéro d’adresse postale décroissant;Véhicule,Véhicule;;Tracteur agricole,VL seul;;Métropole;;2017;Ambert;63;Puy-de-Dôme;200070761;CC Ambert Livradois Forez;84;Auvergne-Rhône-Alpes;Ambert;63003
201700018503;2017-12-10T18:30:00+01:00;Saint-ferreol-des-cotes;2017;12;10;18:30;Nuit sans éclairage public;Hors agglomération;1;Temps couvert;Deux véhicules – par l’arrière;63;341;63341;CD 906;4551589;0372739;63600;906;;;mouillée;;Bidirectionnelle;Banque cyclable;99;906;100;;0;2;Route Départementale;;Partie rectiligne;Plat;;Sur chaussée;1984,1990;Masculin,Masculin;Se déplaçant,Se déplaçant;Blessé,Indemne;Ceinture,Autre;Oui,Non déterminable;;A01,B01;1,1;Conducteur,Conducteur;;Promenade – loisirs,Autre;Arrière gauche,Avant gauche;Même sens,Même sens;PK ou PR ou numéro d’adresse postale croissant,PK ou PR ou numéro d’adresse postale croissant;Véhicule,Véhicule;;Tracteur agricole,VL seul;;Métropole;;2017;Saint-Ferréol-des-Côtes;63;Puy-de-Dôme;200070761;CC Ambert Livradois Forez;84;Auvergne-Rhône-Alpes;Saint-Ferréol-des-Côtes;63341
201700018504;2017-05-24T16:20:00+02:00;Marat;2017;05;24;16:20;Plein jour;Hors agglomération;1;Normale;Trois véhicules et plus - collisions multiples;63;207;63207;D906;4564632;0366627;63480;906;45.658686, 3.681888;45;normale;;Bidirectionnelle;;99;906;70;;0;2;Route Départementale;150;Partie rectiligne;Plat;;Sur chaussée;1951,1969,1969,1951,1964;Masculin,Féminin,Masculin,Féminin,Masculin;Se déplaçant,Se déplaçant,Se déplaçant,Se déplaçant,Se déplaçant;Indemne,Blessé,Blessé,Indemne,Indemne;Ceinture,Ceinture,Ceinture,Ceinture,Ceinture;Oui,Oui,Oui,Oui,Oui;;C01,B01,A01;1,2,1,2,1;Conducteur,Passager,Conducteur,Passager,Conducteur;;Promenade – loisirs,Promenade – loisirs,Utilisation professionnelle;Côté gauche,Arrière gauche,Avant;Sans changement de direction,Sans changement de direction,Sans changement de direction;PK ou PR ou numéro d’adresse postale croissant,PK ou PR ou numéro d’adresse postale croissant,PK ou PR ou numéro d’adresse postale décroissant;Véhicule,Véhicule,Véhicule;;VL seul,VL seul,VL seul;;Métropole;;2017;Marat;63;Puy-de-Dôme;200070761;CC Ambert Livradois Forez;84;Auvergne-Rhône-Alpes;Marat;63207
201700018525;2017-12-14T17:00:00+01:00;Le Broc;2017;12;14;17:00;Crépuscule ou aube;Hors agglomération;1;Autre;Deux véhicules - frontale;63;054;63054;lieu- dit couze;4548613;0325438;63500;;45.484234, 3.253741;;mouillée;;Bidirectionnelle;;99;726;0;;0;2;Route Départementale;;;Plat;;Sur chaussée;2008,1972,1950;Féminin,Masculin,Masculin;Se déplaçant,Se déplaçant,Se déplaçant;Blessé,Indemne,Blessé;Ceinture,Ceinture,Ceinture;Oui,Oui,Non déterminable;;A01,B01;2,1,1;Passager,Conducteur,Conducteur;;Promenade – loisirs,Promenade – loisirs,Promenade – loisirs;Avant,Avant droit;Sans changement de direction,Sans changement de direction;PK ou PR ou numéro d’adresse postale croissant;Véhicule,Véhicule;;VL seul,VL seul;;Métropole;;2017;Le Broc;63;Puy-de-Dôme;200070407;CA Pays d'Issoire;84;Auvergne-Rhône-Alpes;Le Broc;63054
201700018529;2017-11-04T10:30:00+01:00;Jumeaux;2017;11;04;10:30;Plein jour;En agglomération;1;Normale;Sans collision;63;182;63182;rue du stade;4542874;0333991;63570;;45.428622, 3.340095;;normale;;Bidirectionnelle;;03;0;54;;0;2;Voie Communale;;Partie rectiligne;Plat;;Sur chaussée;1969,1952;Masculin,Féminin;Se déplaçant,Se déplaçant Sens véhicule heurtant;Indemne,Tué;Ceinture,Autre;Oui,Oui;;A01;1;Conducteur,Piéton;Seul;Promenade – loisirs;;Même sens;;Piéton;;VL seul;;Métropole;;2017;Jumeaux;63;Puy-de-Dôme;200070407;CA Pays d'Issoire;84;Auvergne-Rhône-Alpes;Jumeaux;63182
201700018618;2017-04-11T12:30:00+02:00;Ris;2017;04;11;12:30;Plein jour;Hors agglomération;1;Normale;Sans collision;63;301;63301;Cd 906;4600264;0349050;63290;906;;92;normale;;Bidirectionnelle;;99;906;0;;0;2;Route Départementale;877;Partie rectiligne;Plat;;;1988;Féminin;Se déplaçant;Blessé;Ceinture;Oui;;A01;1;Conducteur;;Domicile – travail;Chocs multiples (tonneaux);Sans changement de direction;PK ou PR ou numéro d’adresse postale décroissant;;;VL seul;;Métropole;;2017;Ris;63;Puy-de-Dôme;200070712;CC Thiers Dore et Montagne;84;Auvergne-Rhône-Alpes;Ris;63301
201700018624;2017-10-29T00:30:00+02:00;Puy-guillaume;2017;10;29;00:30;Nuit sans éclairage public;Hors agglomération;1;Normale;Autre collision;63;291;63291;CD 63;4596381;0345684;63290;63;45.959622, 3.473859;15;normale;;Bidirectionnelle;;99;63;0;;0;2;Route Départementale;950;En courbe à gauche;Plat;;Sur accotement;1990,1999;Masculin,Masculin;Se déplaçant,Se déplaçant;Blessé,Indemne;Ceinture,Ceinture;Oui,Oui;;A01;2,1;Passager,Conducteur;;Promenade – loisirs,Promenade – loisirs;Avant;Sans changement de direction;PK ou PR ou numéro d’adresse postale croissant;;Arbre;VL seul;;Métropole;;2017;Puy-Guillaume;63;Puy-de-Dôme;200070712;CC Thiers Dore et Montagne;84;Auvergne-Rhône-Alpes;Puy-Guillaume;63291
201700018657;2017-05-16T19:15:00+02:00;Avallon;2017;05;16;19:15;Plein jour;En agglomération;1;Normale;Deux véhicules – par le coté;89;025;89025;48 rue Gl Leclerc;4750078;0390864;89200;48;47.500971, 3.908783;51;normale;;Bidirectionnelle;;99;944;73;;0;2;Route Départementale;475;Partie rectiligne;Pente;;Sur chaussée;1980,1958,1946;Masculin,Féminin,Masculin;Se déplaçant,Se déplaçant,Se déplaçant;Blessé,Indemne,Indemne;Casque,Ceinture,Ceinture;Oui,Oui,Oui;;B01,A01;1,2,1;Conducteur,Passager,Conducteur;;Promenade – loisirs,Promenade – loisirs,Promenade – loisirs;Avant,Côté droit;Sans changement de direction,Tournant A gauche;PK ou PR ou numéro d’adresse postale décroissant,PK ou PR ou numéro d’adresse postale croissant;Véhicule,Véhicule;;Motocyclette > 125 cm3,VL seul;;Métropole;;2017;Avallon;89;Yonne;200039758;CC Avallon,Vézelay,Morvan;27;Bourgogne-Franche-Comté;Avallon;89025
201700018660;2017-07-20T16:20:00+02:00;Avallon;2017;07;20;16:20;Plein jour;En agglomération;3;Normale;Deux véhicules – par le coté;89;025;89025;40 Av du Gal Leclerc;4749936;0390855;89200;40;47.49963, 3.908672;51;normale;;Bidirectionnelle;;00;944;410;;410;3;Route Départementale;620;;Plat;Carrefour aménagé;Sur chaussée;1988,1986;Masculin,Masculin;Se déplaçant,Se déplaçant;Indemne,Blessé;Ceinture,Casque;Oui,Oui;;B01,A01;1,1;Conducteur,Conducteur;;Courses – achats,Domicile – travail;Avant,Arrière droit;Sans changement de direction,Tournant A gauche;PK ou PR ou numéro d’adresse postale croissant,PK ou PR ou numéro d’adresse postale décroissant;Véhicule;Bordure de trottoir;Cyclomoteur <50cm3,VL seul;;Métropole;;2017;Avallon;89;Yonne;200039758;CC Avallon,Vézelay,Morvan;27;Bourgogne-Franche-Comté;Avallon;89025
201700018677;2017-04-09T11:50:00+02:00;Saint-maurice-le-vieil;2017;04;09;11:50;Plein jour;En agglomération;1;Normale;Autre collision;89;360;89360;11 route d'Anquin;4782088;0335175;89110;11;47.821215, 3.351706;;normale;;Bidirectionnelle;;99;0;50;;0;2;Voie Communale;;Partie rectiligne;Plat;;Sur chaussée;1978,2015;Féminin,Masculin;Se déplaçant,Traversant;Blessé,Tué;Ceinture,Autre;Non déterminable,Non;Sur chaussée - A + 50 m du passage piéton;A01;1;Conducteur,Piéton;Seul;Autre,Autre;Avant;Même sens;;Piéton;;VU seul 1;;Métropole;;2017;Saint-Maurice-le-Vieil;89;Yonne;248900524;CC de l'Aillantais;27;Bourgogne-Franche-Comté;Saint-Maurice-le-Vieil;89360
201700018752;2017-09-25T15:30:00+02:00;La Celle-en-morvan;2017;09;25;15:30;Plein jour;Hors agglomération;1;Normale;Autre collision;71;509;71509;RD 978;4700790;0417164;71400;978;47.011677, 4.182089;;normale;;Bidirectionnelle;;99;978;98;;0;2;Route Départementale;;Partie rectiligne;Plat;;Sur chaussée;1982,1961;Masculin,Masculin;Se déplaçant,Se déplaçant;Indemne,Blessé;Ceinture,Ceinture;Oui,Oui;;A01,B01;1,1;Conducteur,Conducteur;;;Arrière droit,Avant;Déporté A gauche,Manœuvre d’évitement;;Véhicule,Véhicule;;VL seul,VL seul;;Métropole;;2017;La Celle-en-Morvan;71;Saône-et-Loire;200070530;CC du Grand Autunois Morvan;27;Bourgogne-Franche-Comté;La Celle-en-Morvan;71509
201700018796;2017-05-19T19:00:00+02:00;Vendenesse-sur-arroux;2017;05;19;19:00;Plein jour;Hors agglomération;1;Temps couvert;Sans collision;71;565;71565;Beaumont;4663387;0409115;71130;;46.631955, 4.09109;20;mouillée;;Bidirectionnelle;;99;994;70;;0;2;Route Départementale;0;Partie rectiligne;Pente;;Sur chaussée;1991;Masculin;Se déplaçant;Blessé;Ceinture;Oui;;A01;1;Conducteur;;Domicile – travail;Avant;Sans changement de direction;PK ou PR ou numéro d’adresse postale croissant;;Fossé;VL seul;;Métropole;;2017;Vendenesse-sur-Arroux;71;Saône-et-Loire;200070316;CC Entre Arroux,Loire et Somme;27;Bourgogne-Franche-Comté;Vendenesse-sur-Arroux;71565
